文件,概念,图片路径,匹配方式
3juan_tibetan_mapping.json,སྒྲོ་བ་ཤིང་དམན་པ།,切分图/第三卷_148_group_0001/entity1_曼唐图像.jpg,contains
3juan_tibetan_mapping.json,སྒྲོན་ཤིང་།,切分图/第三卷_14_group_0000/entity1_曼唐图像.jpg,contains
3juan_tibetan_mapping.json,ལུག་མིག་རྒོད་པོ།,切分图/第三卷_160_group_0001/entity1_曼唐图像.jpg,contains
3juan_tibetan_mapping.json,ཕོ་རོག་མིག་གམ་བྱ་རོག་ནོར་བུ།,切分图/第三卷_170_group_0000/entity1_曼唐图像.jpg,contains
3juan_tibetan_mapping.json,ཁམ་བུའི་རུས་པ།,切分图/第三卷_178_group_0000/entity1_曼唐图像.jpg,contains
3juan_tibetan_mapping.json,བཤད་པའི་རྒྱུད་ཀྱི་རྐྱང་སེལ་ལ་སྔོ་འབུམ་སོགས་གཞུང་གཞན་ནས་སྔོ་རིགས་ར་དུག་གམ་འཛིམ་པ་སོགས་བོང་ངའི་རིགས་དང་ཉིན་སྲིབས་གང་དུ་སྐྱེ་བའི་སྨན་ནུས།རིན་ཆེན་དབང་པོ་རིལ་བུ།བདུད་རྩི་ཆོས་སྨན་སྒྲུབ་ཐབས།ལོ་བརྒྱད་དྲི་ཆུ།འོ་འཐུང་ཤ་གཟན་སྲོག་ཆགས་ཀྱི་རིགས།གཤོག་ཐོགས་བྱ་ཡི་རིགས།སྐམ་ཆུར་གནས་པའི་འབུ་སྲིན་གྱི་རིགས་རྣམས་ཀྱི་ཤ་རུས་ལ་སོགས་པའི་ནུས་པ་ཁ་བསྐངས་ནས་བསྟན་ཡོད།,切分图/第三卷_205_group_0000/entity1_曼唐图像.jpg,contains
3juan_tibetan_mapping.json,རུས་སྦལ་གྱི་སྙིང་ཤ,切分图/第三卷_222_group_0002/entity1_曼唐图像.jpg,contains
3juan_tibetan_mapping.json,བྱི་ལའི་རུས་པ།,切分图/第三卷_223_group_0001/entity1_曼唐图像.jpg,contains
3juan_tibetan_mapping.json,ཁྱི་གུ་མིག་མ་ཕྱེ་བའི་ཀླད་པ།,切分图/第三卷_241_group_0000/entity1_曼唐图像.jpg,contains
3juan_tibetan_mapping.json,གཡག་རོག་པོའི་མཁྲིས་པ།,切分图/第三卷_242_group_0002/entity1_曼唐图像.jpg,contains
3juan_tibetan_mapping.json,ངུར་བའི་མཁྲིས་པ།,切分图/第三卷_245_group_0000/entity1_曼唐图像.jpg,contains
3juan_tibetan_mapping.json,བྱ་མཚལ་ལུའི་མཁྲིས་པ།,切分图/第三卷_245_group_0002/entity1_曼唐图像.jpg,contains
3juan_tibetan_mapping.json,རྦབ་སྒྲོ།,切分图/第三卷_246_group_0002/entity1_曼唐图像.jpg,contains
3juan_tibetan_mapping.json,སྨན་སྒྲུབ་ཚུལ་བཞིན་བྱས་པའི་ཨ་མྲི་ཏ།,切分图/第三卷_248_group_0001/entity1_曼唐图像.jpg,contains
3juan_tibetan_mapping.json,གླང་ནག་པོའི་མཁྲིས་པ་དང་རྨོངས་སྤུ་སོགས།,切分图/第三卷_251_group_0000/entity1_曼唐图像.jpg,contains
3juan_tibetan_mapping.json,བྱི་བའི་མིག,切分图/第三卷_251_group_0002/entity1_曼唐图像.jpg,contains
3juan_tibetan_mapping.json,ཕུག་རོན་གྱི་མགོ་ཤ་དང་སྒྲོ།,切分图/第三卷_255_group_0000/entity1_曼唐图像.jpg,contains
3juan_tibetan_mapping.json,ཁྲུང་ཁྲུང་གི་རུས་པ།,切分图/第三卷_256_group_0002/entity1_曼唐图像.jpg,contains
3juan_tibetan_mapping.json,རྔ་མོང་གི་རུས་པ།,切分图/第三卷_257_group_0000/entity1_曼唐图像.jpg,contains
3juan_tibetan_mapping.json,ནེ་ཙོའི་མཁྲིས་པ།,切分图/第三卷_257_group_0002/entity1_曼唐图像.jpg,contains
3juan_tibetan_mapping.json,དང་པོ།ཚ་བ་སྤྱི་འཇོམས་ཀྱི་སྨན་སྡེ།,切分图/第三卷_262_group_0000/entity1_曼唐图像.jpg,contains
3juan_tibetan_mapping.json,གཉིས་པ། མཁྲིས་པ་སེལ་བའི་སྨན་སྡེ༎,切分图/第三卷_264_group_0000/entity1_曼唐图像.jpg,contains
3juan_tibetan_mapping.json,ཀྱི་ལྕེ་དཀར་པོ།,切分图/第三卷_266_group_0000/entity1_曼唐图像.jpg,contains
3juan_tibetan_mapping.json,བདུན་པ།རླུང་ཚད་ལྡན་པ་སེལ་བའི་སྨན་སྡེ།,切分图/第三卷_282_group_0002/entity1_曼唐图像.jpg,contains
3juan_tibetan_mapping.json,བརྒྱད་པ།བད་ཀན་ཚ་བ་སེལ་བའི་སྨན་སྡེ།,切分图/第三卷_285_group_0000/entity1_曼唐图像.jpg,contains
3juan_tibetan_mapping.json,བཤད་རྒྱད་ཀྱི་ལེའུ་ཉེར་གཅིག་པ་སྨན་གྱི་སྡེ་ཚན་བསྟན་པ་ལས་བད་ཀན་གྲང་བ་སེལ་བར་སེ་འབྲུ་ལ་སོགས་ཉེར་གཅིག་རླུང་སྨན་ལ་གསུམ། ཆུ་སེར་ལ་ཕན་པ་སྤོས་དཀར་སོགས་ལྔ།སྲིན་ནད་སེལ་བ་གླ་རྩི་སོགས་ཉེར་བཞི།འཁྲུ་བ་གཅོད་པ་ཀ་པེད་སོགས་བཅུ།ཆུ་སྨན་ལ་རྒྱ་ཚ་སོགས་དྲུག སྐྱུག་པ་སེལ་བ་པོ་སོ་ཆ་སོགས་དགུ། འཁྲུ་བར་བྱེད་པ་ཨ་རུ་ར་སོགས་བཅུ་གཉིས་དང་བཅས་པར་སྨན་གྱི་ནུས་པས་ནད་གང་དག་སེལ་བའི་སྡེ་ཚན་དུ་གཏོགས་པ་སོགས་བསྟན་ཡོད།,切分图/第三卷_289_group_0001/entity1_曼唐图像.jpg,contains
3juan_tibetan_mapping.json,ལྕེ་ཚ།,切分图/第三卷_295_group_0001/entity1_曼唐图像.jpg,contains
3juan_tibetan_mapping.json,བཅུ་གཅིག་པ། རླུང་སྨན་གྱི་སྡེ་ཚན།,切分图/第三卷_297_group_0000/entity1_曼唐图像.jpg,contains
3juan_tibetan_mapping.json,བྱ་སླའི་མིག་ཐུར།,切分图/第三卷_330_group_0000/entity1_曼唐图像.jpg,contains
3juan_tibetan_mapping.json,ཟངས་བུར་འབྲི་ལྕེ།,切分图/第三卷_330_group_0002/entity1_曼唐图像.jpg,contains
3juan_tibetan_mapping.json,རུས་པ་འབྲེག་བྱེད་ཀྱི་སོག་ལེ།,切分图/第三卷_333_group_0000/entity1_曼唐图像.jpg,contains
3juan_tibetan_mapping.json,རུས་པ་འབུགས་བྱེད་ཀྱི་གསོར།,切分图/第三卷_334_group_0000/entity1_曼唐图像.jpg,contains
3juan_tibetan_mapping.json,མིག་སྨན་འདེབས་ཐུར།,切分图/第三卷_341_group_0001/entity1_曼唐图像.jpg,contains
3juan_tibetan_mapping.json,ཁ མིག་གནོན།,切分图/第三卷_341_group_0002/entity1_曼唐图像.jpg,contains
3juan_tibetan_mapping.json,བཤད་པའི་རྒྱུད་ཀྱི་མི་ན་བར་གནས་པ་དང་བཅུད་ལེན་བྱ་ཐབས།ཉེས་པ་དངོས་སུ་སྟོན་པས་བརྟག་པའི་ཚུལ་ལ་ངན་,切分图/第三卷_343_group_0000/entity1_曼唐图像.jpg,contains
3juan_tibetan_mapping.json,མཁྲིས་ནད་སེལ་ནས་ཚེ་འཕེལ་བ།,切分图/第三卷_348_group_0000/entity1_曼唐图像.jpg,contains
3juan_tibetan_mapping.json,་༢ སྨན་ཡོན་ཏ་ན་དང་ལྡན་པ།,切分图/第三卷_352_group_0001/entity1_曼唐图像.jpg,contains
3juan_tibetan_mapping.json,་༤ བློ་དང་ལྡན་པ།,切分图/第三卷_354_group_0001/entity1_曼唐图像.jpg,contains
3juan_tibetan_mapping.json,་༥ ནད་རྟགས་ཟློས་མཁས་པ།,切分图/第三卷_355_group_0003/entity1_曼唐图像.jpg,contains
3juan_tibetan_mapping.json,་༢ མཁྲིས་པའི་སད་མདའ་ལ་ཏིག་ཏའི་ཕར་གཏང་པ།,切分图/第三卷_364_group_0001/entity1_曼唐图像.jpg,contains
3juan_tibetan_mapping.json,་༣ བད་ཀན་གྱི་སད་མདའ་ལ་རྒྱམ་ཚྭ་སུམ་ཐང་གཏང་བ༎,切分图/第三卷_364_group_0002/entity1_曼唐图像.jpg,contains
3juan_tibetan_mapping.json,་༥ ཁྲག་རླུང་གི་སད་མདའ་ལ་མ་ནུ་བཞི་ཐང་གཏང་བ།,切分图/第三卷_365_group_0001/entity1_曼唐图像.jpg,contains
3juan_tibetan_mapping.json,་༡་༤ གཅིན་སྙི་ཟ་ཁུ།,切分图/第三卷_378_group_0001/entity1_曼唐图像.jpg,contains
3juan_tibetan_mapping.json,་༡་༡༡ སྙིང་ནད།,切分图/第三卷_380_group_0002/entity1_曼唐图像.jpg,contains
3juan_tibetan_mapping.json,དང་པོ།རླུང་ནད་ཀྱི་བཅོས་ཐབས།,切分图/第三卷_387_group_0000/entity1_曼唐图像.jpg,contains
3juan_tibetan_mapping.json,རླུང་ནད་དཔྱད་ཀྱིས་བཅོས་པ༎,切分图/第三卷_392_group_0000/entity1_曼唐图像.jpg,contains
3juan_tibetan_mapping.json,གཉིས་པ།མཁྲིས་ནད་ཀྱི་བཅོས་ཐབས།,切分图/第三卷_393_group_0001/entity1_曼唐图像.jpg,contains
3juan_tibetan_mapping.json,མཁྲིས་ནད་སྤྱོད་ལམ་གྱིས་བཅོས་པ།,切分图/第三卷_396_group_0002/entity1_曼唐图像.jpg,contains
3juan_tibetan_mapping.json,མཁྲིས་ནད་སྨན་གྱིས་བཅོས་པ།,切分图/第三卷_397_group_0001/entity1_曼唐图像.jpg,contains
3juan_tibetan_mapping.json,མཁྲིས་ནད་དཔྱད་ཀྱིས་བཅོས་པ།,切分图/第三卷_397_group_0002/entity1_曼唐图像.jpg,contains
3juan_tibetan_mapping.json,གསུམ་པ།བད་ཀན་གྱི་ནད་བཅོས་ཐབས༎,切分图/第三卷_398_group_0002/entity1_曼唐图像.jpg,contains
3juan_tibetan_mapping.json,བད་ཀན་སྐོམ་གྱིས་བཅོས་པ༎,切分图/第三卷_401_group_0000/entity1_曼唐图像.jpg,contains
3juan_tibetan_mapping.json,ལུག་ཆུང་ནི་ཡུལ་གར་ཡང་སྐྱེ་བའི་སྔོ་སྨན་རིགས་ཤིག་སྟེ།རྩ་བ་རྐང་གཅིག་ཅན་སྐྱེ་ཚུལ་ཅུང་ཟད་བགྲད་པ་ལས་ལོ་མ་སྡོང་རྐང་སོགས་ཕལ་ཆེར་མེ་ཏོག་ལུག་མིག་དང་འདྲ་ལ།དེ་ལས་ཅུང་ཟད་སྐྱ་ཞིང་ཆུང་བ་མེ་ཏོག་སྔོ་སྐྱ་ཅན་བཞད་པས་ན་ལུག་ཆུང་དུ་བཏགས་པདེའོ༎རོ་ཁ་ལ་ཞུ་རྗེས་བསིལ་བ་དང་ནུས་པས་རིམས་དུག་དང་བད་ཀན་སྨག་པོ་དང་རྩ་ཡི་ཚད་པ་སོགས་སེལ་བར་བྱེད༎,切分图/第三卷_78_group_0002/entity1_曼唐图像.jpg,contains
3juan_tibetan_mapping.json,ལྕེ་ཚ་མཆོག།,切分图/第三卷_84_group_0001/entity1_曼唐图像.jpg,contains
3juan_tibetan_mapping.json,ལྕེ་ཚ་དམན་པ༎,切分图/第三卷_84_group_0002/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,上体外部疾病诊入睡脉,切分图/第五卷_104_group_0000/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,下体疾病诊红眼脉,切分图/第五卷_104_group_0001/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,中体疾病诊聚汗脉,切分图/第五卷_104_group_0002/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,右肾与膀胱脉诊右小指（已）,切分图/第五卷_109_group_0002/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,肺与大肠脉诊食指（乙）,切分图/第五卷_110_group_0000/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,四时五行与脏腑脉象,切分图/第五卷_116_group_0000/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,春三月大地固定特征,切分图/第五卷_116_group_0001/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,春三月天宇固定特征,切分图/第五卷_117_group_0000/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,七十二天五行为木，肝脉旺盛,切分图/第五卷_117_group_0002/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,夏三月大地固定特征,切分图/第五卷_119_group_0000/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,夏三月天宇固定特征,切分图/第五卷_119_group_0001/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,夏三月天空固定特征,切分图/第五卷_119_group_0002/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,七十二天火元和心脉旺盛,切分图/第五卷_120_group_0000/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,秋三月大地固定特征,切分图/第五卷_121_group_0001/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,秋三月天宇固定特征,切分图/第五卷_121_group_0002/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,秋三月空中固定特征,切分图/第五卷_122_group_0000/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,冬三月天宇固定特征,切分图/第五卷_124_group_0000/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,肝脏鬼为害,切分图/第五卷_155_group_0000/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,苦味饮食、蔬菜,切分图/第五卷_166_group_0000/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,辛味食物,切分图/第五卷_176_group_0000/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,涩味食物,切分图/第五卷_206_group_0000/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,酸味食物、荞麦、蔓菁、豌豆,切分图/第五卷_217_group_0002/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,赤巴病脉象,切分图/第五卷_277_group_0000/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,灰色培根病脉象,切分图/第五卷_277_group_0001/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,隆赤合症脉象,切分图/第五卷_277_group_0002/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,培隆合症脉象,切分图/第五卷_278_group_0000/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,培根病与慢性血病脉,切分图/第五卷_286_group_0003/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,脉诊上下体和脏腑病,切分图/第五卷_287_group_0000/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,两“甘”候胃、肝，诊中部疾病,切分图/第五卷_287_group_0001/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,两“恰”候肾腰，诊下部疾病,切分图/第五卷_287_group_0002/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,鼻与肺、大肠相互表里,切分图/第五卷_288_group_0002/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,目与肝、胆相互表里,切分图/第五卷_289_group_0000/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,右耳与右肾、膀胱相互表里,切分图/第五卷_290_group_0001/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,肺属金，是热和隆的依所,切分图/第五卷_291_group_0001/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,肝属木，是血和赤巴的依所,切分图/第五卷_291_group_0002/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,脾属土，是培根和隆的依所,切分图/第五卷_292_group_0000/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,肾属水，是培根寒的依所,切分图/第五卷_292_group_0001/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,小肠属火，是赤巴和热的依所,切分图/第五卷_292_group_0002/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,胃属土，是培根和食物的依所,切分图/第五卷_293_group_0000/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,大肠属金，是隆的依所,切分图/第五卷_293_group_0002/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,膀胱属水，是培根寒的依所,切分图/第五卷_294_group_0000/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,本图表述《后续部》脉诊章总义之十一死症脉之反常脉、不全脉、间歇脉3种脉象；总义之十二五脏脉脉及隆病、瘟病、胆热病、腹水脉、痞瘤脉、疔瘤脉等疾病脉象；作崇鬼魔，这些鬼魔各自栖身的地形、方位，以及有效的裨解方法。,切分图/第五卷_297_group_0000/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,赤巴病死亡脉,切分图/第五卷_298_group_0001/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,培根病死亡脉,切分图/第五卷_298_group_0002/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,隆赤合病死亡脉,切分图/第五卷_299_group_0000/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,培隆合病死亡脉,切分图/第五卷_299_group_0001/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,体强者突发疾病脉细为死症,切分图/第五卷_300_group_0001/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,肌肉病所致间歇脉,切分图/第五卷_305_group_0001/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,隆病出现魔脉,切分图/第五卷_317_group_0000/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,瘟病和赤巴病出现魔脉,切分图/第五卷_318_group_0002/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,痘、青腿牙疳、痛风和麻风等疾病出现心率不齐，,切分图/第五卷_321_group_0001/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,寿脉紧而滞涩，下遭口舌,切分图/第五卷_336_group_0000/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,食物传播合成毒,切分图/第五卷_33_group_0000/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,察尿先行,切分图/第五卷_340_group_0000/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,察尿时间,切分图/第五卷_342_group_0002/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,下半夜尿液作察尿用,切分图/第五卷_343_group_0000/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,察尿容器,切分图/第五卷_343_group_0001/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,蒸气适中,切分图/第五卷_348_group_0001/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,人体五元或三邪未发生病变，处于健康状态之时，因体内胃火大小保持平衡，故精华物质脂肪等生成的糟粕——尿皮即尿液表面结出的浮皮，似沼泽积水表面结成的水皮，薄而少。,切分图/第五卷_349_group_0000/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,冷却时尿液从边缘收缩,切分图/第五卷_349_group_0001/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,转变后尿色淡黄者为和合平衡尿象,切分图/第五卷_349_group_0002/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,隆型人和老人正常尿象,切分图/第五卷_350_group_0001/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,隆型人尿液转变后的正常尿象,切分图/第五卷_351_group_0000/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,赤巴型人和壮年人正常尿象,切分图/第五卷_351_group_0001/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,赤巴型人尿液转变后的正常尿象,切分图/第五卷_352_group_0001/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,培根型人和儿童正常尿象,切分图/第五卷_352_group_0002/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,培根型人尿液转变后的正常尿象,切分图/第五卷_353_group_0001/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,疾病尿象,切分图/第五卷_354_group_0000/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,隆病尿色,切分图/第五卷_354_group_0001/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,赤巴病尿色,切分图/第五卷_354_group_0002/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,培根病尿色,切分图/第五卷_355_group_0000/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,血病尿色,切分图/第五卷_355_group_0001/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,黄水病尿色,切分图/第五卷_355_group_0002/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,培根“木布”病尿色,切分图/第五卷_356_group_0000/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,隆黄水合并症尿色,切分图/第五卷_356_group_0001/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,培赤合并症尿色,切分图/第五卷_356_group_0002/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,黑黄水病、瘟病、中毒症尿色,切分图/第五卷_357_group_0000/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,培隆并发症尿色,切分图/第五卷_357_group_0001/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,隆血并发症尿色,切分图/第五卷_357_group_0002/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,培赤并发症尿色,切分图/第五卷_358_group_0000/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,血赤并发症尿色,切分图/第五卷_358_group_0001/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,溶血并发症尿色,切分图/第五卷_358_group_0002/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,聚合病尿色,切分图/第五卷_358_group_0003/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,癌病或胆病尿色,切分图/第五卷_359_group_0000/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,伤热病或素乱热病尿色,切分图/第五卷_359_group_0001/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,中毒症尿色,切分图/第五卷_359_group_0002/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,“木布”病或兼有隆邪的黑黄水病尿象,切分图/第五卷_361_group_0000/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,诊察蒸气,切分图/第五卷_361_group_0001/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,培隆寒证尿,切分图/第五卷_362_group_0001/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,虱味者为培根病尿,切分图/第五卷_363_group_0001/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,有食物味为消化不良尿,切分图/第五卷_365_group_0001/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,诊察泡沫,切分图/第五卷_365_group_0002/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,成熟隆病尿泡沫,切分图/第五卷_365_group_0003/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,培隆入肺尿泡沫,切分图/第五卷_366_group_0000/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,隆入脾尿泡沫,切分图/第五卷_366_group_0001/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,赤巴热病尿泡沫,切分图/第五卷_366_group_0002/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,培根病尿泡沫,切分图/第五卷_366_group_0003/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,血紊乱病尿泡沫,切分图/第五卷_367_group_0000/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,疾病扩散尿泡沫,切分图/第五卷_367_group_0001/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,尿尚温时，“勾亚”似未发酵的奶酪、色白、呈丘疹状、分离成块者，为隆邪扰乱身体精华或寒热之征兆。,切分图/第五卷_370_group_0002/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,隆热所致狂尿象,切分图/第五卷_373_group_0003/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,肤黄目赤尿象,切分图/第五卷_374_group_0001/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,灰色培根病、脑膜及心脏不适尿象,切分图/第五卷_375_group_0000/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,察尿浮油,切分图/第五卷_378_group_0000/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,尿皮有肉焦味，疾病自愈,切分图/第五卷_378_group_0001/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,诊察尿液转变的时间,切分图/第五卷_379_group_0000/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,察尿转变后情况,切分图/第五卷_383_group_0001/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,蒸气和气味,切分图/第五卷_386_group_0000/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,纠正尿液误诊,切分图/第五卷_387_group_0001/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,脂肪和营养未消化尿素,切分图/第五卷_391_group_0003/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,培根“木布”病与黑黄水病尿,切分图/第五卷_392_group_0001/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,隐热病与培隆病、寒证尿易误,切分图/第五卷_393_group_0000/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,不一定是热证的寒隆偏盛病人尿液,切分图/第五卷_393_group_0002/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,禁食腐坏食物,切分图/第五卷_52_group_0000/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,禁饮酸酒,切分图/第五卷_52_group_0001/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,滋补功效,切分图/第五卷_57_group_0002/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,火元,切分图/第五卷_73_group_0000/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,土元,切分图/第五卷_73_group_0001/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,水元,切分图/第五卷_74_group_0001/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,赤巴病月经,切分图/第五卷_95_group_0000/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,培根病月经,切分图/第五卷_95_group_0001/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,明智圣人融入药师佛脉中,切分图/第五卷_95_group_0002/entity1_曼唐图像.jpg,contains
5juan_chinese_mapping.json,总不消化食物,切分图/第五卷_98_group_0001/entity1_曼唐图像.jpg,contains
5juan_tibetan_mapping.json,ཕྱིའི་སྨད་ནད་མིག་དམར་ལ་བལྟ་བ།,切分图/第五卷_104_group_0001/entity1_曼唐图像.jpg,contains
5juan_tibetan_mapping.json,ཚེ་ཚད་སྙིང་གར་བལྟ་བ༎,切分图/第五卷_105_group_0000/entity1_曼唐图像.jpg,contains
5juan_tibetan_mapping.json,སྙིང་དང་རྒྱུ་མའི་རྩ་མཐེ་བོང་ལ་བལྟ་། ཀ,切分图/第五卷_109_group_0000/entity1_曼唐图像.jpg,contains
5juan_tibetan_mapping.json,་༥ བདུན་ཅུ་རྩ་གཉིས་མེ་ཁམས་སྙིང་རྩ་རྒྱུ་བ༎,切分图/第五卷_120_group_0000/entity1_曼唐图像.jpg,contains
5juan_tibetan_mapping.json,་༦ མེ་ལྕེ་ཆད་པ་འདྲ་ན་དོར་གོདད་འོང་བ།,切分图/第五卷_134_group_0000/entity1_曼唐图像.jpg,contains
